Symbol,Interval,Strategy,EntryType,ExitType,EntryDate,ExitDate,Profit,EntryPrice,ExitPrice
ONGC,1wk,MACDShort,SELL,OPEN,1765737000,1768246386,0.97,238.02,235.71
SRF,1wk,MacdNewLong,BUY,OPEN,1765737000,1768246389,0.74,3023.6,3046.0
DRREDDY,1wk,MacdNewLong,BUY,CLOSED,1765132200,1768156200,-5.11,1275.2,1210.1
HCLTECH,1wk,MacdNewLong,BUY,OPEN,1765132200,1768246378,-0.92,1683.0,1667.6
HINDUNILVR,1wk,MacdNewShort,SELL,OPEN,1765132200,1768246379,-2.89,2338.6,2406.2
IGL,1wk,MacdNewShort,SELL,OPEN,1765132200,1768246380,4.07,191.8,183.99
INDUSINDBK,1wk,MacdNewLong,BUY,OPEN,1765132200,1768246381,4.06,870.1,905.45
IPCALAB,1wk,MacdNewLong,BUY,OPEN,1765132200,1768246381,4.71,1459.1,1527.8
JINDALSTEL,1wk,MACDShort,SELL,CLOSED,1765132200,1767551400,-7.3,1006.8,1080.3
JKCEMENT,1wk,MacdNewShort,SELL,OPEN,1765132200,1768246382,0.52,5625.0,5595.5
JSWSTEEL,1wk,MACDShort,SELL,CLOSED,1765132200,1766341800,7.11,1162.2,1079.6
RBLBANK,1wk,MACDShort,SELL,CLOSED,1765132200,1767551400,-4.89,305.8,320.75
SAIL,1wk,MACDShort,SELL,CLOSED,1765132200,1766341800,5.0,132.54,125.91
SIEMENS,1wk,MacdNewLong,BUY,CLOSED,1765132200,1766341800,-6.44,3325.9,3111.6
TATAPOWER,1wk,MacdNewShort,SELL,OPEN,1765132200,1768246390,3.62,384.5,370.6
VOLTAS,1wk,MACDShort,SELL,CLOSED,1765132200,1765737000,-3.78,1327.0,1377.2
ADANIENT,1wk,MacdNewShort,SELL,OPEN,1764527400,1768246369,4.76,2280.2,2171.6
DALBHARAT,1wk,MacdNewShort,SELL,OPEN,1764527400,1768246375,-3.19,2009.4,2073.6
MARUTI,1wk,MACDShort,SELL,CLOSED,1764527400,1765737000,-3.91,15900.0,16522.0
PVRINOX,1wk,MACDShort,SELL,CLOSED,1764527400,1766946600,6.27,1067.9,1000.9
SRF,1wk,MacdNewShort,SELL,CLOSED,1764527400,1765737000,-3.29,2927.3,3023.6
TATASTEEL,1wk,MACDShort,SELL,CLOSED,1764527400,1767551400,-8.88,167.96,182.88
TECHM,1wk,MACDLong,BUY,CLOSED,1764527400,1765737000,4.03,1517.3,1578.4
ULTRACEMCO,1wk,MacdNewShort,SELL,OPEN,1764527400,1768246391,-4.29,11600.0,12098.0
UNITDSPR,1wk,MacdNewLong,BUY,CLOSED,1764527400,1768246391,-8.54,1451.6,1327.6
ADANIENT,1wk,MACDShort,SELL,CLOSED,1763922600,1764527400,5.87,2422.3,2280.2
AMBUJACEM,1wk,MacdNewShort,SELL,OPEN,1763922600,1768246369,1.62,547.55,538.7
AUROPHARMA,1wk,MacdNewLong,BUY,OPEN,1763922600,1768246371,-2.74,1205.9,1172.9
COROMANDEL,1wk,MacdNewLong,BUY,OPEN,1763922600,1768246375,1.17,2262.8,2289.2
DIXON,1wk,MacdNewShort,SELL,OPEN,1763922600,1768246375,20.87,14965.0,11842.0
ESCORTS,1wk,MACDShort,SELL,CLOSED,1763922600,1764527400,-5.53,3617.5,3817.4
IGL,1wk,MACDShort,SELL,CLOSED,1763922600,1765132200,4.77,201.4,191.8
INDIAMART,1wk,MacdNewShort,SELL,OPEN,1763922600,1768246380,8.03,2341.8,2153.8
LUPIN,1wk,MacdNewLong,BUY,OPEN,1763922600,1768246383,7.83,2029.4,2188.4
MRF,1wk,MACDShort,SELL,OPEN,1763922600,1768246384,2.43,152435.0,148735.0
NMDC,1wk,MACDShort,SELL,CLOSED,1763922600,1765132200,-4.01,73.51,76.46
POLYCAB,1wk,MACDShort,SELL,CLOSED,1763922600,1767551400,-3.68,7521.0,7798.0
SBICARD,1wk,MACDShort,SELL,OPEN,1763922600,1768246388,2.54,878.05,855.75
TATAPOWER,1wk,MACDShort,SELL,CLOSED,1763922600,1768156200,5.74,387.0,364.8
UPL,1wk,GoldenCrossLong,BUY,CLOSED,1763922600,1767551400,7.17,750.85,804.65
ZYDUSLIFE,1wk,MacdNewShort,SELL,OPEN,1763922600,1768246391,3.16,924.3,895.05
BERGEPAINT,1wk,MacdNewLong,BUY,CLOSED,1763317800,1767551400,-9.57,579.55,524.1
BRITANNIA,1wk,MACDShort,SELL,CLOSED,1763317800,1766341800,-5.16,5803.5,6103.0
EXIDEIND,1wk,MacdNewShort,SELL,OPEN,1763317800,1768246376,8.22,381.0,349.7
ICICIPRULI,1wk,MACDLong,BUY,CLOSED,1763317800,1767551400,7.76,629.45,678.3
INDUSTOWER,1wk,MacdNewLong,BUY,OPEN,1763317800,1768246381,4.91,412.35,432.6
IPCALAB,1wk,MACDLong,BUY,CLOSED,1763317800,1766341800,-3.7,1479.6,1424.8
SUNPHARMA,1wk,MacdNewLong,BUY,OPEN,1763317800,1768246389,-1.2,1757.1,1736.0
TVSMOTOR,1wk,MACDShort,SELL,CLOSED,1763317800,1764527400,-4.28,3386.5,3531.5
WIPRO,1wk,MACDLong,BUY,CLOSED,1763317800,1765132200,6.36,244.37,259.91
AARTIIND,1wk,MACDLong,BUY,CLOSED,1762713000,1765132200,-7.34,391.8,363.05
ASTRAL,1wk,MacdNewLong,BUY,CLOSED,1762713000,1766341800,-8.59,1557.3,1423.6
BERGEPAINT,1wk,MacdNewShort,SELL,CLOSED,1762713000,1763317800,-9.13,531.05,579.55
COROMANDEL,1wk,MacdNewShort,SELL,CLOSED,1762713000,1763922600,-5.42,2146.4,2262.8
DABUR,1wk,MacdNewLong,BUY,CLOSED,1762713000,1766341800,-4.76,518.65,493.95
DRREDDY,1wk,MacdNewShort,SELL,CLOSED,1762713000,1765132200,-5.79,1205.4,1275.2
GRASIM,1wk,MACDShort,SELL,CLOSED,1762713000,1765737000,-4.11,2724.6,2836.7
ICICIBANK,1wk,MacdNewShort,SELL,OPEN,1762713000,1768246379,-5.22,1343.0,1413.1
INDUSTOWER,1wk,MACDLong,BUY,CLOSED,1762713000,1766946600,4.75,400.8,419.85
PIDILITIND,1wk,MacdNewShort,SELL,OPEN,1762713000,1768246387,-3.16,1454.8,1500.8
APOLLOHOSP,1wk,MACDShort,SELL,CLOSED,1762108200,1764527400,4.5,7681.0,7335.5
BHEL,1wk,MacdNewLong,BUY,OPEN,1762108200,1768246373,0.91,265.49,267.9
BRITANNIA,1wk,MACDShort,SELL,CLOSED,1762108200,1762713000,-5.5,5836.5,6157.5
CIPLA,1wk,MACDShort,SELL,OPEN,1762108200,1768246374,2.4,1501.3,1465.2
DABUR,1wk,MacdNewShort,SELL,CLOSED,1762108200,1762713000,-6.38,487.55,518.65
EXIDEIND,1wk,MACDShort,SELL,CLOSED,1762108200,1766341800,4.88,381.9,363.25
HAL,1wk,MACDShort,SELL,CLOSED,1762108200,1765132200,5.06,4679.8,4443.0
LICHSGFIN,1wk,MACDLong,BUY,CLOSED,1762108200,1763922600,-4.39,570.95,545.9
SRF,1wk,MACDShort,SELL,CLOSED,1762108200,1765737000,-3.18,2930.5,3023.6
ZYDUSLIFE,1wk,MACDShort,SELL,CLOSED,1762108200,1763922600,5.15,974.45,924.3
AUBANK,1wk,GoldenCrossLong,BUY,CLOSED,1761503400,1764527400,11.03,860.35,955.25
BERGEPAINT,1wk,MacdNewLong,BUY,CLOSED,1761503400,1762713000,-2.68,545.65,531.05
BSOFT,1wk,MACDLong,BUY,CLOSED,1761503400,1765132200,13.45,381.45,432.75
HINDUNILVR,1wk,MACDShort,SELL,CLOSED,1761503400,1762713000,4.07,2516.4,2414.0
NAUKRI,1wk,MACDLong,BUY,CLOSED,1761503400,1763317800,-3.94,1377.8,1323.5
OBEROIRLTY,1wk,MACDLong,BUY,CLOSED,1761503400,1762108200,4.61,1699.9,1778.3
ONGC,1wk,MacdNewLong,BUY,CLOSED,1761503400,1766341800,-8.66,254.96,232.89
PERSISTENT,1wk,MacdNewLong,BUY,OPEN,1761503400,1768246386,8.57,5826.0,6325.5
SHREECEM,1wk,MacdNewShort,SELL,OPEN,1761503400,1768246388,5.36,28705.0,27165.0
TATACHEM,1wk,MacdNewShort,SELL,OPEN,1761503400,1768246389,16.6,899.85,750.5
BHARATFORG,1wk,MacdNewLong,BUY,OPEN,1760898600,1768246372,17.32,1241.6,1456.6
DIXON,1wk,MACDShort,SELL,CLOSED,1760898600,1761503400,7.25,16700.0,15490.0
HCLTECH,1wk,MACDLong,BUY,CLOSED,1760898600,1763317800,7.29,1486.2,1594.6
IRCTC,1wk,MACDLong,BUY,CLOSED,1760898600,1763922600,-4.02,719.3,690.4
PERSISTENT,1wk,MACDLong,BUY,CLOSED,1760898600,1763317800,6.0,5755.7,6101.0
TATAPOWER,1wk,MacdNewLong,BUY,CLOSED,1760898600,1765132200,-3.34,397.8,384.5
AXISBANK,1wk,MacdNewLong,BUY,OPEN,1760293800,1768246371,7.95,1180.4,1274.2
BHEL,1wk,MACDLong,BUY,CLOSED,1760293800,1761503400,-3.63,239.64,230.94
BOSCHLTD,1wk,MACDShort,SELL,CLOSED,1760293800,1762713000,4.7,38625.0,36810.0
DABUR,1wk,MACDShort,SELL,CLOSED,1760293800,1760898600,-3.81,489.7,508.35
DIVISLAB,1wk,MacdNewLong,BUY,OPEN,1760293800,1768246375,0.17,6474.5,6485.5
FEDERALBNK,1wk,MacdNewLong,BUY,CLOSED,1760293800,1765737000,25.47,208.3,261.35
GAIL,1wk,MACDLong,BUY,CLOSED,1760293800,1765132200,-5.15,179.21,169.98
GODREJPROP,1wk,MACDLong,BUY,CLOSED,1760293800,1760898600,6.9,2091.9,2236.2
KOTAKBANK,1wk,MacdNewLong,BUY,OPEN,1760293800,1768246382,-0.78,2150.1,2133.3
LALPATHLAB,1wk,MACDShort,SELL,CLOSED,1760293800,1765737000,7.18,1548.4,1437.25
METROPOLIS,1wk,MACDShort,SELL,CLOSED,1760293800,1761503400,4.51,1995.0,1905.0
MPHASIS,1wk,MACDShort,SELL,CLOSED,1760293800,1765132200,-6.12,2783.2,2953.6
PETRONET,1wk,MACDLong,BUY,CLOSED,1760293800,1764527400,-3.41,281.45,271.85
SHRIRAMFIN,1wk,MacdNewLong,BUY,CLOSED,1760293800,1764527400,28.06,665.05,851.65
SUNPHARMA,1wk,MACDLong,BUY,CLOSED,1760293800,1763317800,5.16,1670.9,1757.1
TATACHEM,1wk,MACDShort,SELL,CLOSED,1760293800,1762713000,4.98,903.05,858.1
TATACOMM,1wk,MacdNewLong,BUY,OPEN,1760293800,1768246389,-7.11,1870.2,1737.3
UNITDSPR,1wk,MACDLong,BUY,CLOSED,1760293800,1762108200,7.06,1337.0,1431.4
VOLTAS,1wk,MacdNewLong,BUY,OPEN,1760293800,1768246391,3.59,1417.3,1468.2
WIPRO,1wk,MACDLong,BUY,CLOSED,1760293800,1760898600,-3.14,248.7,240.9
ABBOTINDIA,1wk,MacdNewShort,SELL,OPEN,1759689000,1768246368,5.29,29965.0,28380.0
ADANIENT,1wk,MacdNewLong,BUY,CLOSED,1759689000,1764527400,-11.96,2589.9,2280.2
APOLLOHOSP,1wk,MACDShort,SELL,CLOSED,1759689000,1760293800,-3.11,7449.5,7681.0
ASIANPAINT,1wk,MACDShort,SELL,CLOSED,1759689000,1760898600,-6.36,2357.8,2507.8
CIPLA,1wk,MACDShort,SELL,CLOSED,1759689000,1760898600,-3.95,1517.7,1577.6
DRREDDY,1wk,MACDShort,SELL,CLOSED,1759689000,1762108200,4.05,1248.1,1197.6
GODREJCP,1wk,MacdNewShort,SELL,CLOSED,1759689000,1768156200,-7.01,1149.0,1229.6
HDFCAMC,1wk,MACDShort,SELL,CLOSED,1759689000,1764527400,4.38,2795.5,2673.0
LAURUSLABS,1wk,MACDShort,SELL,CLOSED,1759689000,1760898600,-4.12,864.4,900.05
PFC,1wk,MACDLong,BUY,CLOSED,1759689000,1760898600,-3.82,412.2,396.45
POWERGRID,1wk,MACDLong,BUY,CLOSED,1759689000,1762713000,-6.11,289.7,272.0
SBICARD,1wk,MacdNewLong,BUY,OPEN,1759689000,1768246388,-4.07,892.05,855.75
SUNTV,1wk,MACDLong,BUY,CLOSED,1759689000,1761503400,-3.25,577.8,559.05
TATAPOWER,1wk,MACDLong,BUY,CLOSED,1759689000,1765737000,-3.28,394.9,381.95
TORNTPHARM,1wk,MACDShort,SELL,CLOSED,1759689000,1763317800,-9.02,3514.7,3831.8
AXISBANK,1wk,MACDLong,BUY,CLOSED,1759084200,1760898600,4.0,1154.0,1200.2
BANDHANBNK,1wk,MacdNewShort,SELL,OPEN,1759084200,1768246372,7.28,155.02,143.74
BERGEPAINT,1wk,MacdNewShort,SELL,CLOSED,1759084200,1761503400,-4.64,521.45,545.65
DALBHARAT,1wk,MACDShort,SELL,CLOSED,1759084200,1761503400,5.28,2215.4,2098.4
DIVISLAB,1wk,MacdNewShort,SELL,CLOSED,1759084200,1760293800,-13.8,5689.5,6474.5
DLF,1wk,MacdNewShort,SELL,OPEN,1759084200,1768246376,7.88,716.05,659.65
GLENMARK,1wk,MACDShort,SELL,CLOSED,1759084200,1760898600,5.57,1971.7,1861.9
GODREJCP,1wk,MACDShort,SELL,CLOSED,1759084200,1766946600,-3.63,1163.9,1206.2
INDHOTEL,1wk,MacdNewShort,SELL,OPEN,1759084200,1768246380,2.78,709.8,690.1
ONGC,1wk,MACDLong,BUY,CLOSED,1759084200,1760898600,4.06,238.02,247.69
PIDILITIND,1wk,MACDShort,SELL,CLOSED,1759084200,1760898600,-4.6,1474.8,1542.7
TITAN,1wk,MACDShort,SELL,CLOSED,1759084200,1759689000,-3.79,3327.3,3453.3
ULTRACEMCO,1wk,MACDShort,SELL,CLOSED,1759084200,1766341800,4.76,12070.0,11496.0
VOLTAS,1wk,MacdNewShort,SELL,CLOSED,1759084200,1760293800,-5.75,1340.2,1417.3
ABB,1wk,MACDLong,BUY,CLOSED,1758479400,1759084200,-4.85,5436.9,5173.4
ADANIENT,1wk,MACDLong,BUY,CLOSED,1758479400,1762713000,-6.13,2524.0,2369.4
AUROPHARMA,1wk,MACDLong,BUY,CLOSED,1758479400,1761503400,-3.06,1119.2,1085.0
BALRAMCHIN,1wk,MacdNewShort,SELL,OPEN,1758479400,1768246371,18.16,509.75,417.2
BHARATFORG,1wk,MACDLong,BUY,CLOSED,1758479400,1759084200,-7.2,1272.7,1181.1
GRANULES,1wk,MacdNewLong,BUY,OPEN,1758479400,1768246377,9.47,543.4,594.85
INDIAMART,1wk,MACDShort,SELL,CLOSED,1758479400,1759084200,4.16,2469.6,2366.8
M&MFIN,1wk,MacdNewLong,BUY,CLOSED,1758479400,1764527400,28.42,289.55,371.85
MOTHERSON,1wk,MacdNewLong,BUY,OPEN,1758479400,1768246384,5.42,109.08,114.99
NTPC,1wk,MACDLong,BUY,CLOSED,1758479400,1762713000,-3.71,338.65,326.1
PIIND,1wk,MacdNewShort,SELL,OPEN,1758479400,1768246387,12.73,3731.2,3256.4
RECLTD,1wk,MACDLong,BUY,CLOSED,1758479400,1759084200,-4.45,384.5,367.4
UPL,1wk,MACDShort,SELL,CLOSED,1758479400,1759084200,6.24,691.1,648.0
VOLTAS,1wk,MacdNewLong,BUY,CLOSED,1758479400,1759084200,-5.61,1419.9,1340.2
BATAINDIA,1wk,MACDLong,BUY,CLOSED,1757874600,1759084200,-7.23,1259.2,1168.1
FEDERALBNK,1wk,MacdNewShort,SELL,CLOSED,1757874600,1760293800,-7.17,194.36,208.3
HINDCOPPER,1wk,MacdNewLong,BUY,CLOSED,1757874600,1765132200,32.78,280.05,371.85
INFY,1wk,MACDLong,BUY,CLOSED,1757874600,1759084200,-5.03,1525.6,1448.9
ITC,1wk,MACDLong,BUY,CLOSED,1757874600,1765737000,-3.3,413.75,400.1
JKCEMENT,1wk,MACDShort,SELL,CLOSED,1757874600,1758479400,-4.68,6555.0,6862.0
LTIM,1wk,MacdNewLong,BUY,OPEN,1757874600,1768246383,12.53,5332.5,6000.5
MOTHERSON,1wk,MACDLong,BUY,CLOSED,1757874600,1758479400,4.19,104.69,109.08
NESTLEIND,1wk,MacdNewLong,BUY,OPEN,1757874600,1768246385,7.79,1217.6,1312.4
PAGEIND,1wk,MacdNewShort,SELL,OPEN,1757874600,1768246386,22.13,44130.0,34365.0
TCS,1wk,MACDLong,BUY,CLOSED,1757874600,1759084200,-7.48,3133.4,2899.1
VEDL,1wk,MacdNewLong,BUY,CLOSED,1757874600,1766341800,28.99,450.9,581.6
WIPRO,1wk,MACDLong,BUY,CLOSED,1757874600,1759084200,-6.43,251.94,235.75
APOLLOTYRE,1wk,MacdNewLong,BUY,OPEN,1757269800,1768246370,4.33,482.8,503.7
ASTRAL,1wk,MACDLong,BUY,CLOSED,1757269800,1759084200,-5.57,1454.9,1373.8
BAJAJ-AUTO,1wk,MacdNewLong,BUY,OPEN,1757269800,1768246371,4.47,9084.5,9491.0
COALINDIA,1wk,MACDLong,BUY,CLOSED,1757269800,1762713000,-4.24,392.65,376.0
EXIDEIND,1wk,MacdNewLong,BUY,CLOSED,1757269800,1763317800,-7.69,412.75,381.0
INDHOTEL,1wk,MacdNewLong,BUY,CLOSED,1757269800,1759084200,-8.38,774.75,709.8
KOTAKBANK,1wk,MacdNewShort,SELL,CLOSED,1757269800,1760293800,-10.52,1945.5,2150.1
LUPIN,1wk,MACDLong,BUY,CLOSED,1757269800,1757874600,5.12,1943.9,2043.4
M&MFIN,1wk,MACDLong,BUY,CLOSED,1757269800,1758479400,7.52,269.3,289.55
PVRINOX,1wk,MacdNewLong,BUY,CLOSED,1757269800,1766946600,-12.68,1146.3,1000.9
SBIN,1wk,MACDShort,SELL,CLOSED,1757269800,1758479400,-6.91,806.6,862.35
AMBUJACEM,1wk,MACDShort,SELL,CLOSED,1756665000,1758479400,-3.42,563.2,582.45
APOLLOTYRE,1wk,MACDLong,BUY,CLOSED,1756665000,1757269800,4.46,462.2,482.8
ATUL,1wk,MacdNewShort,SELL,OPEN,1756665000,1768246370,1.39,6278.5,6191.0
BANKBARODA,1wk,MACDShort,SELL,CLOSED,1756665000,1758479400,-8.27,232.83,252.08
BIOCON,1wk,MACDShort,SELL,CLOSED,1756665000,1757269800,-4.41,348.35,363.7
COLPAL,1wk,MACDLong,BUY,CLOSED,1756665000,1759084200,-4.61,2331.8,2224.3
CUB,1wk,MACDShort,SELL,CLOSED,1756665000,1757874600,-4.24,196.05,204.37
GRANULES,1wk,MACDLong,BUY,CLOSED,1756665000,1757874600,8.55,492.25,534.35
HINDCOPPER,1wk,MacdNewShort,SELL,CLOSED,1756665000,1757874600,-21.81,229.9,280.05
ICICIPRULI,1wk,MacdNewShort,SELL,CLOSED,1756665000,1765737000,-7.95,599.85,647.55
INDIGO,1wk,MACDShort,SELL,CLOSED,1756665000,1760898600,-3.58,5646.0,5848.0
MRF,1wk,MACDShort,SELL,CLOSED,1756665000,1757269800,-5.07,140955.0,148100.0
NAVINFLUOR,1wk,MACDShort,SELL,CLOSED,1756665000,1760898600,-8.99,4687.5,5108.8
PNB,1wk,MACDShort,SELL,CLOSED,1756665000,1757874600,-6.37,100.88,107.31
SBILIFE,1wk,MACDShort,SELL,CLOSED,1756665000,1762108200,-8.32,1805.5,1955.7
SHRIRAMFIN,1wk,MacdNewShort,SELL,CLOSED,1756665000,1760293800,-14.61,580.25,665.05
TATACOMM,1wk,MacdNewShort,SELL,CLOSED,1756665000,1760293800,-20.77,1548.6,1870.2
TATAPOWER,1wk,MacdNewShort,SELL,CLOSED,1756665000,1760898600,-6.32,374.15,397.8
VEDL,1wk,MacdNewShort,SELL,CLOSED,1756665000,1757874600,-7.19,420.65,450.9
ABBOTINDIA,1wk,MACDShort,SELL,CLOSED,1756060200,1758479400,4.74,31875.0,30365.0
ABFRL,1wk,MACDLong,BUY,CLOSED,1756060200,1756665000,-4.8,81.25,77.35
ALKEM,1wk,MacdNewLong,BUY,OPEN,1756060200,1768246369,8.13,5426.0,5867.0
BHEL,1wk,MacdNewShort,SELL,CLOSED,1756060200,1762108200,-21.46,218.59,265.49
HAVELLS,1wk,MACDLong,BUY,CLOSED,1756060200,1759084200,-3.12,1556.0,1507.4
HINDCOPPER,1wk,MACDShort,SELL,CLOSED,1756060200,1757874600,-17.68,237.98,280.05
INDHOTEL,1wk,MACDLong,BUY,CLOSED,1756060200,1756665000,-3.85,788.85,758.45
LUPIN,1wk,MACDLong,BUY,CLOSED,1756060200,1756665000,-4.04,1974.7,1894.9
MCX,1wk,MACDShort,SELL,CLOSED,1756060200,1756665000,7.16,1592.0,1478.0
MGL,1wk,MacdNewShort,SELL,OPEN,1756060200,1768246384,19.46,1327.1,1068.8
PEL,1wk,MACDShort,SELL,CLOSED,1756060200,1756665000,4.07,1167.7,1120.2
RAMCOCEM,1wk,MACDShort,SELL,CLOSED,1756060200,1759084200,6.68,1073.3,1001.6
SBICARD,1wk,MacdNewShort,SELL,CLOSED,1756060200,1759689000,-8.65,821.0,892.05
